,influencer_name,similarity
1529,Jimi Hendrix,0.8525228073347996
3127,The Bobbettes,0.851691938597127
1044,Faithless,0.8514198929784086
729,DNA,0.8511075009861218
900,Dorothy Norwood,0.8487933491782427
2422,Patty Loveless,0.8483548511179982
3380,The Radiators,0.8467132764420002
2968,Steve Kuhn,0.846659662114603
469,Buddy Clark,0.8466320770776282
1010,Eric Donaldson,0.8459907184671964
2147,Messiah,0.8457015053412944
1826,Labelle,0.8444996971553894
1587,John Abercrombie,0.8413079808007933
1450,James Moody,0.8391804329262177
1302,Hatebreed,0.8355998652114849
1237,Government Issue,0.8352106380454078
1603,John Frusciante,0.8343039883480806
2861,Slam Stewart,0.8339357489257062
2690,Rodney Crowell,0.8312886843996076
2233,Monty Python,0.8282632383266799
1165,Gene Harris,0.8278142577883645
1354,Huey Lewis,0.8274392069314387
3668,VerÃ³nica Castro,0.8242623811614097
1048,Fastball,0.8240786472843503
745,Danielle Dax,0.8240503648519489
3382,The Rance Allen Group,0.8236250736339089
1888,Les McCann,0.8235481490335914
2730,Roy Rogers,0.8216718372972893
2731,Roy Rogers,0.8216718372972893
985,Elvis Costello,0.8212500694648686
3507,The Zombies,0.8184924753241003
1468,Jason Donovan,0.8181025984804539
2170,Mick Ronson,0.8171966832760785
2775,Saves the Day,0.8168453973702116
3221,The Exploited,0.8132727381437671
2025,Madness,0.8130852870633682
2869,Slim & Slam,0.8129330442781425
418,Bow Wow Wow,0.8123512780821864
2135,Melvins,0.811649564047425
477,Buffalo Tom,0.8099953895436663
1362,HÃ¼sker DÃ¼,0.8091271258188527
691,Cradle of Filth,0.8071010120980824
1521,Jill Sobule,0.8064025796013212
3558,Tom Moulton,0.8059487705593458
2264,Mystery Jets,0.8034543659842444
3401,The Rockets,0.8021603619129738
3128,The Bobby Fuller Four,0.8010303290813541
326,Billy Lee Riley,0.8000220490396828
1930,Little Willie John,0.7998137643458337
1074,Flipper,0.7993260812539356
615,Christine McVie,0.7989606722121056
3263,The Housemartins,0.7976832786620509
3440,The Stone Roses,0.797309647815757
3156,The Chemical Brothers,0.7957249450822197
3353,The Osmonds,0.7952486700692756
164,Argent,0.7951065398107033
2358,Olivier Messiaen,0.7943382060141274
53,Al B. Sure!,0.794244988363428
1830,Lady Saw,0.793785226570569
2248,Mr. Bungle,0.7916179063398996
2455,Pee Wee Crayton,0.7897197790867748
2381,Oumou Sangare,0.7891415298477007
472,Buddy Holly,0.7884764886044702
3541,Tindersticks,0.7879296307741904
2669,Robert Fripp,0.7877942989421282
274,Bert Jansch,0.784512542626335
1429,Jaco Pastorius,0.7843871120854091
2806,Shabba Ranks,0.7841010738103811
3744,Woody Guthrie,0.7839915334373069
2380,Otis Taylor,0.7837520840066928
3170,The Collins Kids,0.7821453049356553
1392,Iron Butterfly,0.7816313602654016
1838,Lalah Hathaway,0.7801871850598734
3664,Venom,0.7800435625978255
3159,The Chills,0.7796640499187149
857,Dinosaur Jr.,0.7792251244074705
2080,Martha Raye,0.7792184898699339
3619,Tuck & Patti,0.7769680602572387
1376,Illinois Jacquet,0.7750238095077472
732,Dag Nasty,0.7736007881411876
1054,Fear Factory,0.7721392016078992
3090,The Action,0.7706024127520129
374,Bob Mould,0.7703085011769408
682,Corrosion of Conformity,0.7687167774641823
3275,The Jam,0.7652996157979468
2929,Spinal Tap,0.7635822163297311
3464,The Trashmen,0.7614964034941534
1641,Johnny Guarnieri,0.7614738619568715
3095,The Amboy Dukes,0.7605223024592741
1443,James Cleveland,0.7595089915867927
3035,Syreeta,0.7591350866054274
3726,Willie Dixon,0.7575489219477708
2065,Marilyn Monroe,0.7572295686633689
1909,Link Wray,0.7571483723393937
293,Big Black,0.7555481804091847
294,Big Black,0.7555481804091847
1706,June Tabor,0.7521223224285345
1742,Kay Starr,0.7496540073289618
3245,The Gaylads,0.7484327472350143
2317,Nick Drake,0.7472944431316387
2497,Phil Manzanera,0.7467901459263149
3405,The Runaways,0.7456925119559976
1677,Jorma Kaukonen,0.743171887658006
1537,Jimmy Eat World,0.7430705168869002
1863,Lee Dorsey,0.7424114841731307
2980,Steven Halpern,0.7422272416515733
3041,TLC,0.7419181160952967
2986,Stiff Little Fingers,0.7393481726940883
135,Ani DiFranco,0.7390620733004036
1926,Little Milton,0.7387783876666603
1051,Fats Domino,0.7373654226031029
1659,Johnny Thunders,0.7360688666236667
2528,Poncho Sanchez,0.7350044091492809
3039,T. Rex,0.7344068591141816
199,Aunt Molly Jackson,0.7328638662826449
1858,Leatherface,0.7322711933369261
1040,Fairport Convention,0.7297845642022838
1371,Iced Earth,0.7292830474275234
1273,Hampton Hawes,0.7292748532047834
1287,Hanson,0.7284381703263005
27,Aaliyah,0.7270352389067118
551,Cecil Taylor,0.7259462403569619
2131,Melba Montgomery,0.7259302942051287
1075,Flora Purim,0.7249230672097517
2900,Sonic Youth,0.7240983239270953
2091,Mary Black,0.7237955888174606
571,Charlie Daniels,0.7218972595852245
1370,Ibrahim Ferrer,0.7212943913587844
2261,My Bloody Valentine,0.7208323034246311
3595,Toumani DiabatÃ©,0.7201353499242651
2787,Screaming Trees,0.7191349028375517
82,Ali Farka TourÃ©,0.7180579837288891
1850,Larry Williams,0.7176462837047524
2741,Ruth Brown,0.7172377228611163
3466,The Troggs,0.717196264612915
1739,Katie Herzig,0.7166715834395223
342,Black Sabbath,0.715959149085843
1328,Homer & Jethro,0.7156898915256694
1204,Ginger Baker,0.7147983233542387
2463,Pentangle,0.7144260990913528
1738,Kathy Mattea,0.7144185533845803
3483,The Verve,0.7139076709359634
2441,Paul Winter,0.7137240489845073
1572,Joe Maphis,0.7135196447830352
14,? & the Mysterians,0.7130981588641715
353,Blonde Redhead,0.7125826157924805
205,Aztec Camera,0.7119059162263689
1700,Julian Cope,0.7094939730512494
2015,Mac McAnally,0.7065756970457031
972,Elf,0.7064746959602222
2857,Skinny Puppy,0.7062600494736087
2911,Soul Asylum,0.7054452710510409
3239,The Free Design,0.7046975466862808
1070,Flamin' Groovies,0.7014095801101325
3737,Wire,0.7009009027410695
3180,The Creation,0.7001318494317278
1437,James,0.7001040135448995
1020,Esquerita,0.6999509951935141
1055,Feeder,0.6995998771287893
2289,Negative Approach,0.6995996156767884
3173,The Contours,0.697522054169804
1440,James Brown,0.6970237555189305
350,Blind Faith,0.6959866598193195
509,Can,0.6952512191604467
524,Carl Perkins,0.6936045363932233
523,Carl Perkins,0.6936045363932233
1104,Frankie Lymon,0.6931706425705764
3501,The Winans,0.6922293968786453
671,Conflict,0.6921120808276091
548,Cat Power,0.6905641494665141
3226,The Field Mice,0.6903464778876751
3113,The Beatles,0.6892602793865145
33,Ace,0.6889279348119121
1948,Lord Creator,0.6887423337300795
3622,Tuxedomoon,0.6882399559641281
1021,Esther Phillips,0.6875957090519453
1943,Lone Justice,0.6867731365923191
846,Dianne Reeves,0.6865006902003989
55,Al Cohn,0.6856376953839493
625,Chuck Rainey,0.6847305296644473
813,Debby Boone,0.6826416245535103
3026,Sweet Honey in the Rock,0.6815199021114574
597,Chico Hamilton,0.6810023649553532
424,Boyzone,0.6793520862493762
423,Boyzone,0.6793520862493762
2513,Pirates of the Mississippi,0.6791422535016346
500,Calexico,0.6739466459310599
961,Eels,0.6738081443660155
260,Ben Folds,0.6719050534461464
3033,Sylvester,0.6717841843531579
960,Eek-A-Mouse,0.6709452908517708
2129,Melanie,0.6706310881561709
3210,The Drifters,0.6692798416335763
128,Angel Witch,0.6689009874687748
2145,Meshell Ndegeocello,0.6664037222230421
3650,Utopia,0.6663879735532758
2034,Man Parrish,0.6660591527467834
3158,The Chieftains,0.6654254852605894
763,Dave Holland,0.6652436702106578
2865,Sleater-Kinney,0.664574573638036
3568,Tom ZÃ©,0.6640019807195247
995,En Vogue,0.663295346649173
962,Egg,0.6617607203300346
1420,Jackie DeShannon,0.6605962467669927
220,Bad Manners,0.6597848355351079
1045,Falco,0.6587306079416531
2334,Nitzer Ebb,0.6573374724140413
3146,The Call,0.6562864575086782
1254,Greg Brown,0.6539276278186257
1609,John Klemmer,0.6519838743319705
1439,James Booker,0.6517997898003814
1834,Lagwagon,0.6494231256245283
622,Chuck Berry,0.6474925734367426
292,Big Audio Dynamite,0.6472544263454953
1356,Hugh Masekela,0.6469084982471321
1696,Judy Henske,0.6453545859672549
1907,Lindsay Lohan,0.6452748016268085
2914,Soulfly,0.6437758289872976
1583,Joe Williams,0.6424685132402372
1463,Janis Ian,0.6420400840181453
2009,MC 900 Ft. Jesus,0.642016623000821
3197,The Dells,0.6418284181792956
1990,Lulu,0.6417435400857157
466,Buckwheat Zydeco,0.6413988893497968
765,Dave Koz,0.6408617395113533
3723,William Orbit,0.6408444293132044
1559,Jodeci,0.6404103056290674
434,Brenda Russell,0.6403704351402473
378,Bob Weir,0.6397765305158924
3636,Ultra Vivid Scene,0.6383138522513918
1340,Hothouse Flowers,0.6380791951789733
3280,The Jesus and Mary Chain,0.6368933001411652
3177,The Cowsills,0.6359875957897547
3470,The Undertones,0.6352688915493323
1900,Lightnin' Hopkins,0.6335825209256957
914,Duane Eddy,0.6327113974893912
3667,Veruca Salt,0.6320239817957399
2818,Shelby Lynne,0.6311590091953382
316,Billy Bragg,0.6310928830736807
755,Dashboard Confessional,0.6309196251620723
23,ABC,0.6307741102966897
2913,Soul II Soul,0.6306846141092405
2680,Robin Guthrie,0.6288486744967589
3471,The Undisputed Truth,0.6285887511174691
474,Budgie,0.627818200044662
3143,The Business,0.6267493465934852
2950,Steeleye Span,0.6260898801645379
1465,Japan,0.6257857082582184
447,Brigitte Fontaine,0.6251959555706854
2534,Portishead,0.6248737393432914
1360,Hurt,0.6237543294818176
3147,The Cardigans,0.623335362445872
1342,Howard Hewett,0.6213009399723066
842,Diamond Head,0.6211591239908164
782,David Gray,0.6208231602474389
1380,Incognito,0.6202361229675385
2318,Nick Lowe,0.618384485505183
2706,Ronnie James Dio,0.6183749556803084
3344,The New Lost City Ramblers,0.6171459178241258
483,Bunny Wailer,0.6166079190950664
2419,Patti Smith,0.6162008048288955
3677,Vince Gill,0.6161790082983084
81,Ali Akbar Khan,0.6151855803565307
415,Bootsy Collins,0.6151423614181095
3477,The Vandals,0.6115609832302437
1039,Fad Gadget,0.6111666524127697
3738,Wishbone Ash,0.6111310324832379
2236,Morbid Angel,0.6108715687265052
1401,Israel Vibration,0.6106821725749219
383,Bobby Brown,0.6100368799855758
384,Bobby Brown,0.6100368799855758
3141,The Buckinghams,0.6094925964722205
630,Cilla Black,0.6091293534295615
717,Curved Air,0.6090185605925249
2725,Roy Eldridge,0.6081866844026484
1333,Horace Silver,0.606889052458452
815,Deep Purple,0.6068133730522244
1025,Eurythmics,0.6067210441126609
490,BÃ©la Fleck,0.6062487125687973
1154,Gary Peacock,0.606202463916321
1623,John Renbourn,0.606104037132912
2390,PJ Harvey,0.605652799415261
3018,Suzanne Ciani,0.6034871293519962
3455,The Techniques,0.6025731016964633
2715,Rose Tattoo,0.6018987273602585
3231,The Flaming Lips,0.6011530044908219
851,Dick Hyman,0.6001427812470954
2247,Mountain,0.5994979746984119
1277,Hank Jones,0.5989322181395936
2882,Smog,0.59882480464604
1571,Joe Lovano,0.5987001158994708
159,Archers of Loaf,0.5985074725850056
3234,The Flying Burrito Brothers,0.5984032822349036
160,Archie Bell & the Drells,0.5983573341543893
3021,Suzy Bogguss,0.5982929683009394
2759,Samantha Fox,0.5972864237015579
2402,Paquito D'Rivera,0.596868074748795
3188,The Damned,0.596600711864697
3639,Uncle Tupelo,0.5956232728506532
1709,Junior Kimbrough,0.5953775740993564
3329,The Modernaires,0.594307327381818
1631,Johnnie Ray,0.5942444019538753
487,Bush,0.5938747219869722
3394,The Rezillos,0.5938497712633087
364,Bo Diddley,0.5933194161243821
1778,Kim Weston,0.5926924800868376
1733,Kashif,0.5925916083071809
1123,Free,0.5922636241738437
3229,The Five Stairsteps,0.5921479683388368
2957,Stereolab,0.5914457627208308
2874,Slint,0.5900126924303227
1279,Hank Snow,0.5895059667494544
1172,Generation X,0.5891171184700904
3532,Tift Merritt,0.5879999516956653
2753,Sam Bush,0.5879049979425262
3010,Super Cat,0.5869278278523035
245,Bay City Rollers,0.5868422261236411
3531,Tiffany,0.5858487834954749
3584,Tony Trischka,0.5853539096202387
1953,Loretta Lynn,0.5846066609914133
200,Autechre,0.5834658089337347
1771,Kevin Ayers,0.5832805397954902
431,Bratmobile,0.5826664411613366
1781,King Crimson,0.5824954710790906
1666,Jon Hassell,0.5820613967220539
1177,George Clinton,0.5817975455999497
35,Ace of Base,0.5812995903580201
1812,Kylie Minogue,0.5811369049597153
3400,The Roches,0.5805580197454726
1130,Fugazi,0.5799011818519878
2827,Shirley Caesar,0.5795361052145872
1672,Jonathan Richman,0.5791994737985766
1809,Kreator,0.5789914727585409
3679,VinÃ­cius de Moraes,0.5789588068463376
282,Betty Davis,0.577913165004622
1369,Ian Tyson,0.5778017880457316
1650,Johnny Mercer,0.577447836430338
2702,Ron Carter,0.5773897886850569
1797,Kitaro,0.5754266456951388
1167,Gene Pitney,0.5744677514878929
3557,Tom Morello,0.5737384424468016
2237,Morcheeba,0.5729723591291338
3381,The Raincoats,0.5726777440271212
2786,Screamin' Jay Hawkins,0.5725299621581925
1191,Gerald Levert,0.5722181120256075
3017,Susannah McCorkle,0.5718148673044534
1788,King Sunny Ade,0.5717323249577019
2433,Paul Oakenfold,0.5699793218089013
140,Ann Peebles,0.5696572357899787
399,Body Count,0.5678746853113307
2626,Renaissance,0.567672242732081
3472,The Uniques,0.5673858294265993
3473,The Uniques,0.5673858294265993
1683,JosÃ© Carreras,0.5659365448503538
3752,Wynonna,0.5653476252884734
980,Elmer Bernstein,0.5649341184795481
940,Eddie Cochran,0.564445940564588
1625,John Sebastian,0.5640364369989933
2049,Marc Almond,0.5630362974436447
3144,The Byrds,0.5613642087814138
830,Dennis Brown,0.5602798130144475
3045,Take 6,0.5590898451444342
1483,Jeff Buckley,0.5558225254273049
836,Desmond Dekker,0.5544644873895294
3204,The Dirty Dozen Brass Band,0.5537810829778287
2527,Polvo,0.5537461556910749
5,1910 Fruitgum Company,0.5535204683842971
2230,Montell Jordan,0.5533774060676582
3296,The La's,0.5532017971337276
3533,Tim Buckley,0.5524030966467408
1602,John Foxx,0.5521778226360302
2030,Magic Sam,0.5521265248978087
2923,Sparks,0.5516271415171191
1658,Johnny Smith,0.5516030603633975
801,Dead Moon,0.54973294341146
2108,Max Romeo,0.5495819467968047
2928,Spin Doctors,0.5487888284419776
2394,Pale Saints,0.5480355090590465
819,Del Amitri,0.5455665759473607
535,Carole King,0.5443396210939294
3585,Tony Williams,0.5442717550681261
2763,Sandi Patty,0.5429954464799498
142,Annette Peacock,0.5429545087334572
3258,The Highway Q.C.'s,0.541186440063685
670,Concrete Blonde,0.5405473946214397
2854,Skeeter Davis,0.5390728323817008
791,David Sylvian,0.5386621621417716
1815,L7,0.5378646477450097
3233,The Fleetwoods,0.5376393774686068
1425,Jackie Wilson,0.5375967337700408
338,BjÃ¶rk,0.5372281287504572
1482,Jeff Beck,0.5362810957587717
2554,Psychic TV,0.5361658837726102
633,Circle Jerks,0.5354226641901648
3782,Zakir Hussain,0.5353645853576582
3560,Tom Petty,0.5347475312439137
2926,Spice Girls,0.5346446246856579
1687,Joy Division,0.5327367516542121
3195,The Del McCoury Band,0.5326670873073308
2238,Morgan Heritage,0.5317513959033039
1956,Lorrie Morgan,0.5314080511083247
511,Candlebox,0.530097715063937
2251,Muddy Waters,0.5298637726076727
3774,Yoko Ono,0.5290417649553659
2514,Pixies,0.5284782837672822
3734,Wilson Pickett,0.5273354440617878
1359,Humble Pie,0.5272003886120245
2274,Nanci Griffith,0.5266009791556725
2516,Placebo,0.5256782783615941
2446,Pavement,0.5231585527066076
2368,Ornette Coleman,0.5216657957751504
2351,Ohio Players,0.5212128318133157
2602,Ravi Shankar,0.5210285418348534
1197,Gil Evans,0.5208374662235227
2031,Mahavishnu Orchestra,0.5207632763592999
2098,Massive Attack,0.5204606068003027
2327,Nils Lofgren,0.5195436070597215
98,Allen Toussaint,0.5191624742340588
2734,Rufus,0.5188662312961305
1280,Hank Thompson,0.5180105113638217
2944,Stanley Jordan,0.5179661665782107
3162,The Church,0.5177159214388396
2912,Soul Coughing,0.5172924806372738
3513,Them,0.5171643637999281
540,Carter Burwell,0.5165631854219379
1101,Frankie Goes to Hollywood,0.5152548075618095
1030,Everything But the Girl,0.5148531807523384
299,Big Maybelle,0.5144342500358672
235,Barrington Levy,0.5118388385176681
1714,Junior Vasquez,0.5117087895856576
3331,The Monks,0.5101938412552831
489,Butthole Surfers,0.5094642102808679
3260,The Hollies,0.5089683200285651
877,Don Cherry,0.5074233740412064
822,Delaney & Bonnie,0.5061884031196898
1245,Grand Funk Railroad,0.5055232874004499
3228,The Five Satins,0.505235110957984
1460,Jane's Addiction,0.5041631551632307
3102,The Archies,0.5040819847315923
3428,The Sonics,0.5032654391792917
728,DJ Shadow,0.5021823794198845
3124,The Blue Nile,0.5019370792955156
3289,The Kills,0.5
794,Day26,0.5
2605,Ray Charles,0.4987069562218914
210,BBMak,0.4984694875445334
1338,Hot Tuna,0.4973182348684587
773,David Bowie,0.4971834821734417
2143,Merle Haggard,0.49682684013436423
2279,Narada Michael Walden,0.49635586275667354
257,Bell Biv DeVoe,0.4956247911176468
1730,Karnivool,0.4955836287825342
352,Blitz,0.4949330966299772
348,Bleeding Through,0.4946260211875022
2902,Sonny Bono,0.493592863719099
225,Bananarama,0.49290598692344856
3499,The Wilburn Brothers,0.4925605146667231
665,Comeback Kid,0.4922830456767818
2070,Mark Harris,0.4921594685019495
80,Alfredo Gutierrez,0.4920701490492325
2720,Roy Acuff,0.4907481076747451
2309,New Order,0.48998640563286827
2308,New Order,0.48998640563286827
1903,Linda Eder,0.4895625094154268
2232,Montrose,0.48925452209030934
2815,Sheb Wooley,0.4892014037545817
2788,Screeching Weasel,0.4882465103532564
905,Downset,0.4879147239071598
1038,Faces,0.48772963003875375
1115,Freda Payne,0.4875370461910654
2084,Martina McBride,0.4873158001925014
2425,Paul Bley,0.48713990653699685
1269,Gwen Stefani,0.4870875102152354
3366,The Plimsouls,0.4868388565092836
3056,Tantric,0.48613055652787185
1252,Green Jelly,0.4860885579437292
3165,The Clash,0.48554080427363794
3422,The Slackers,0.48538932333910545
2321,Nicky Romero,0.4853881126788638
3646,Urge Overkill,0.48520863594187047
1918,Lisandro Meza,0.4851928710911026
419,Bowling for Soup,0.4851392638088773
2028,Mae,0.4850963602795824
2654,Right Said Fred,0.4850604606617159
2298,Nerf Herder,0.4848521856016662
421,BoySetsFire,0.4848208378765654
2110,Maxine Brown,0.4846927229182462
1708,Junior Byles,0.4846588123692528
2697,Roger Sanchez,0.4844205969431982
223,Badfinger,0.4843394561139501
168,Armin van Buuren,0.4842799974474758
2604,Ray Brown,0.48411171775746076
1932,Living Colour,0.4837093251968816
934,Echo & the Bunnymen,0.4835644569104851
3029,Swingin' Utters,0.4833617622182834
3621,Turbonegro,0.4832964819447865
810,Debbie Gibson,0.4832451628038037
3591,Tori Amos,0.4827610375616191
3576,Tommy Roe,0.48258453436869464
1919,Lita Ford,0.48239820940562667
3383,The Rapture,0.48231523104547974
3302,The Libertines,0.4821611491470838
844,Diana Ross,0.4820412271551834
3172,The Connells,0.4819401102070662
457,Bruce Cockburn,0.4816102420932758
359,Blue Mitchell,0.4812714540789586
2924,Speedy,0.4807552586233574
3160,The Chocolate Watchband,0.48070791344806935
1720,K.P. & Envyi,0.4805926146077219
2140,Mercyful Fate,0.48058426063829573
1751,Keith Relf,0.4805512541186592
3764,Yazoo,0.48054382220689934
2219,Moe Bandy,0.48034978294307223
1855,Le Tigre,0.4803143649206619
2102,Material Issue,0.480189388029468
2768,Sara Evans,0.4800702532895657
1210,Girls at Our Best!,0.4800592219036907
1876,Lenny Williams,0.4797133797779109
2087,Marvelous 3,0.4797079418923408
3084,Texas,0.47920948901261007
1448,James Mason,0.4791189106571148
3390,The Rentals,0.4788932684474389
1675,Jordan Knight,0.47881993303164
3778,Youth of Today,0.47855776311838205
2395,Pam Tillis,0.4785492817094422
3013,Supergrass,0.47813007038613964
2505,Phoebe Snow,0.47740708684553357
3414,The Shamen,0.4762931051933505
798,Dead Boys,0.4761787861971019
2705,Ronnie Hawkins,0.4761002399965202
3728,Willie Johnson,0.476081920000448
276,Beth Hart,0.476050766070219
598,Chico O'Farrill,0.47602378718112326
3607,Travis,0.475987798546118
1032,Exhorder,0.4758195912632522
2416,Patti LaBelle,0.4757084606960227
2779,Scandal,0.4756996091708486
1043,Faith No More,0.47552776514712425
3132,The Bothy Band,0.474685062710911
182,Ashford & Simpson,0.4743504473433607
1135,Further Seems Forever,0.4736326362922136
2509,Piebald,0.4733979293742823
2104,Matthew Sweet,0.4732840643165284
3181,The Crew Cuts,0.473226342875985
2137,Men of Standard,0.4728589052056091
3295,The Knife,0.4726796159482347
805,Deana Carter,0.47249756906422774
3419,The Silvertones,0.4724594919928364
116,Anastacia,0.4723558327126418
3399,The Robins,0.472122556243612
1461,Janet Jackson,0.4717429181335139
1588,John Adams,0.4711201722114508
2823,Shep Pettibone,0.4710135117080363
695,Crash Test Dummies,0.47101294758888607
2044,Manos Hadjidakis,0.4708809650068589
1984,Lucinda Williams,0.4705352864273139
1915,Lisa Lisa,0.4704740106735464
2644,Rick Derringer,0.47044769197415004
3088,The 5th Dimension,0.4702144201210532
3429,The Soul Survivors,0.470146932920065
3740,Witchfinder General,0.4700455547034641
2081,Martha Wash,0.4700137126873309
2785,Scott Walker,0.46997268437179013
2415,Patti Austin,0.46928683263830084
746,Danny & the Juniors,0.4691458653629406
2635,Richard & Linda Thompson,0.468679899137288
2557,Puffy AmiYumi,0.4685917862217404
3502,The Wonder Stuff,0.4683159423450046
37,Adam Ant,0.46819791215811835
2189,Millie Small,0.4681934453364628
545,Cassius Clay,0.467833552660612
2384,Oysterhead,0.4675824230376332
2907,Sonny Sharrock,0.4675330365391532
3270,The International Submarine Band,0.4670296780426566
1408,J.D. Crowe & the New South,0.4664039463089303
3542,Tippa Irie,0.4662706198390459
57,Al Green,0.46607200289260786
1627,John Tesh,0.4660569300795797
233,Barney Kessel,0.46596445081609744
2797,Semisonic,0.46540300160150155
1916,Lisa Loeb,0.46494314245055374
186,Asleep at the Wheel,0.4648966616861946
1171,General Public,0.4648601629579884
3665,Verdine White,0.4643041292354723
459,Bruce Hornsby,0.46420472611542835
206,B-Movie,0.4639657377315622
2627,Restless Heart,0.4638097489376849
2477,Pete Steele,0.4637741194510205
3792,dc Talk,0.463761885057663
3601,Tracy Bonham,0.4635304552708946
2363,Orbital,0.4633437686765715
3264,The Human League,0.4630630045278483
1899,Life of Agony,0.4627308325912723
1933,Liz Phair,0.4624956443619799
652,Cock Sparrer,0.4622886164790888
2117,McBride & the Ride,0.462197024100138
978,Ella Mae Morse,0.4621755466761007
3582,Tony Levin,0.4620499489180223
958,Edwyn Collins,0.4620135225404023
2429,Paul Collins,0.4617740785996908
10,54-40,0.4617727648785921
510,Candi Staton,0.4617147295120989
1317,Henry Lee Summer,0.4603957301457608
1080,Flying Lotus,0.46035578480029604
3625,Tygers of Pan Tang,0.4600153209650668
2694,Roger Daltrey,0.4598729662072584
2188,Millie Jackson,0.45968635378602346
1155,Gary Stewart,0.4596612490207821
3246,The Gentrys,0.4595917463996438
1535,Jimmy Cliff,0.45927593937356825
3552,Todd Rhodes,0.4591779282047194
2937,Squeeze,0.45882205656741476
1255,Gregory Abbott,0.45871650372027
3561,Tom Robinson Band,0.4584933264835624
76,Alex de Grassi,0.458436951389355
1635,Johnny Adams,0.45836955778126415
1846,Larry Graham,0.45819854198309906
2687,RocÃ­o Jurado,0.4580178653773513
2601,Raven,0.4577997116806287
2600,Raven,0.4577997116806287
852,Dicks,0.457592839152972
1331,Hopeton Lewis,0.4569967408710545
1402,Ivan Lins,0.4568456090065066
1012,Erma Franklin,0.4565093640236518
3618,Tsunami Bomb,0.4564017911888889
1579,Joe South,0.45623423010827635
2105,Maurice Jarre,0.45582380358156066
587,Chely Wright,0.4556060853763514
2083,Martin Gore,0.4554107281306892
2404,Parliament,0.4553744550833021
1872,Lena Horne,0.4542697920064449
719,Cybotron,0.4542627863525392
367,Bob Andy,0.4539762974773657
229,Barbara Mandrell,0.4539165020118617
153,Antonio MachÃ­n,0.4538574607709852
394,Bobby Short,0.45339109157975443
2591,Randy Crawford,0.45321358129135514
2538,Preservation Hall Jazz Band,0.4531587761011251
2350,Ohio Express,0.45270282283175517
2558,Pulp,0.4526560881530002
2113,Mayhem,0.45247175365687486
2106,Mavis Staples,0.45185577269139765
603,Chris Hillman,0.4517411376270938
1558,Jocelyn Brown,0.4516898718362363
712,Crystal Lewis,0.4513140249461896
2526,Poison the Well,0.4512670690967342
138,Anita Bryant,0.4509310349201388
247,BeBe & CeCe Winans,0.4508840696256025
3323,The Middle East,0.450480066748395
1050,Fatboy Slim,0.4498276629512321
1267,Guy,0.4497711191113164
3255,The Headhunters,0.4497503681199674
2481,Peter Criss,0.44884483496081523
1669,Jon Secada,0.4487380259411378
2679,Roberto Torres,0.44777406847495943
613,Christian Death,0.4473967412563779
1516,Jessie Hill,0.44707250366103674
321,Billy Gibbons,0.44668918762893534
178,Arvo PÃ¤rt,0.44668701091346097
3524,Thomas Dolby,0.4465847529257676
2099,Masters of Reality,0.44567980780292216
696,Crass,0.4456764448371005
2573,RX Bandits,0.445672695775002
1352,Hudson Mohawke,0.4442894497030308
3277,The Jazz Crusaders,0.44428653039770954
690,Cracker,0.444079034436258
585,Cheap Trick,0.44399321392372665
3241,The Fugitives,0.44386121813614493
2292,Neil Young,0.44334710246169334
2524,Poi Dog Pondering,0.44326373696450555
3333,The Monotones,0.4426858600181272
3213,The Durutti Column,0.44167251284808007
3115,The Beautiful South,0.4401452562668459
2799,Serge Chaloff,0.43970392253864393
2471,Pestilence,0.4390398894945437
2078,Marsha Ambrosius,0.4389556003853661
2370,Os Mutantes,0.43803918443733625
2012,MFSB,0.43779601785605404
1674,Joni Mitchell,0.437128945479464
3755,X,0.4369276417745955
3756,X,0.4369276417745955
944,Eddie Hazel,0.43672669557406474
936,Ed Bruce,0.43672442528333555
20,A.C. Reed,0.4362656851488048
653,Cockney Rejects,0.43441674288212884
462,Bryan Ferry,0.4337752026576508
3629,U.K.,0.43321682487599295
703,Crimson Glory,0.43280131662967203
1839,Lalo Schifrin,0.43251254578148274
756,Dave Alvin,0.4324280650548983
3279,The Jesus Lizard,0.4322400768143957
1884,Leonard Rosenman,0.4320112930588322
2273,Nana Mouskouri,0.431628867151578
478,Buffy Sainte-Marie,0.43141514653877944
561,Chapterhouse,0.4302463650659714
2243,Mother Maybelle Carter,0.4298831170662329
663,Colosseum,0.4297412096944827
3357,The Outsiders,0.42894650568101805
3356,The Outsiders,0.42894650568101805
3355,The Outsiders,0.42894650568101805
1150,Gary Burton,0.42867108620203187
2314,Nic Jones,0.42848800331185405
2931,Spirit of the West,0.42839381567366863
1875,Lenny Welch,0.42838774026769955
3328,The Modern Lovers,0.42837437308637843
2778,Saxon,0.4282898512539086
3398,The Rivingtons,0.42726581470608027
974,Elisa,0.4264421705500737
69,Albert King,0.4262583414909295
3294,The Knickerbockers,0.4258106145374066
3300,The Lemonheads,0.4254971230073596
1917,Lisa Stansfield,0.42542511138673456
123,Andy Black,0.4251027626163505
2396,Panda Bear,0.4248871365016424
1053,Fear,0.42398353196963257
1246,Grandaddy,0.4238625638739928
2583,Ralph McTell,0.4237222035201062
576,Charlie Parker,0.4236961509210925
988,"Emerson, Lake & Palmer",0.4227496934604912
1122,Frederick Knight,0.4226665923689754
2795,Seefeel,0.4224225644618308
963,Egg Hunt,0.42200314437824893
1322,Herbie Mann,0.4219295110138558
