,influencer_id,influencer_name,influencer_main_genre,influencer_active_start,follower_id,follower_name,follower_main_genre,follower_active_start,similarity
1613,891063,Misfits,Pop/Rock,1970,22124,Slayer,Pop/Rock,1980,0.953508815773219
1614,925852,Anvil,Pop/Rock,1970,22124,Slayer,Pop/Rock,1980,0.9196695498587218
1615,96613,Bonnie Raitt,Pop/Rock,1960,22257,Patty Smyth,Pop/Rock,1980,0.8642245650539393
1616,159214,Dusty Springfield,Pop/Rock,1950,22257,Patty Smyth,Pop/Rock,1980,0.9152057422017933
1617,177060,Janis Joplin,Pop/Rock,1960,22257,Patty Smyth,Pop/Rock,1980,0.9474762780053564
1618,491220,The Ronettes,Pop/Rock,1950,22257,Patty Smyth,Pop/Rock,1980,0.9779589647556961
1619,594665,Diana Ross,R&B;,1960,22257,Patty Smyth,Pop/Rock,1980,0.9499595614411082
1620,686897,Linda Ronstadt,Pop/Rock,1960,22257,Patty Smyth,Pop/Rock,1980,0.7867967607927521
1621,796734,Elton John,Pop/Rock,1960,22257,Patty Smyth,Pop/Rock,1980,0.9438257090543468
1622,153590,Graham Nash,Pop/Rock,1960,22348,Patty Griffin,Pop/Rock,1990,0.9439654881071003
1623,159699,Emmylou Harris,Country,1960,22348,Patty Griffin,Pop/Rock,1990,0.946091026425246
1624,166785,Dan Fogelberg,Pop/Rock,1960,22348,Patty Griffin,Pop/Rock,1990,0.9609711135357972
1625,179205,Don McLean,Pop/Rock,1960,22348,Patty Griffin,Pop/Rock,1990,0.9677996337479924
1626,307875,Nanci Griffith,Country,1970,22348,Patty Griffin,Pop/Rock,1990,0.9442253183212411
1627,359966,Rickie Lee Jones,Pop/Rock,1970,22348,Patty Griffin,Pop/Rock,1990,0.9269190483105209
1628,530745,Bruce Springsteen,Pop/Rock,1970,22348,Patty Griffin,Pop/Rock,1990,0.7672616365083611
1629,549797,Hank Williams,Country,1930,22348,Patty Griffin,Pop/Rock,1990,0.93291715492782
1630,612716,Tom Petty,Pop/Rock,1970,22348,Patty Griffin,Pop/Rock,1990,0.7427905556333628
1631,631579,Bruce Cockburn,Pop/Rock,1970,22348,Patty Griffin,Pop/Rock,1990,0.903228178913635
1632,686897,Linda Ronstadt,Pop/Rock,1960,22348,Patty Griffin,Pop/Rock,1990,0.9643875352830446
1633,754032,The Beatles,Pop/Rock,1960,22348,Patty Griffin,Pop/Rock,1990,0.8489211012818626
1634,858375,Mary Chapin Carpenter,Country,1980,22348,Patty Griffin,Pop/Rock,1990,0.8686380432354358
1635,927555,Aretha Franklin,R&B;,1950,22348,Patty Griffin,Pop/Rock,1990,0.9363903596312904
1636,927736,Arlo Guthrie,Folk,1960,22348,Patty Griffin,Pop/Rock,1990,0.920155757314676
1637,955544,Daniel Lanois,Pop/Rock,1970,22348,Patty Griffin,Pop/Rock,1990,0.5600548707832909
1638,961234,Dave Matthews Band,Pop/Rock,1990,22348,Patty Griffin,Pop/Rock,1990,0.7843097599027168
1639,103324,Kreator,Pop/Rock,1980,22369,Amon Amarth,Pop/Rock,1990,0.9742630608510802
1640,151787,Bathory,Pop/Rock,1980,22369,Amon Amarth,Pop/Rock,1990,0.8403392405556581
1641,766533,Bolt Thrower,Pop/Rock,1980,22369,Amon Amarth,Pop/Rock,1990,0.7894809623189143
1642,305541,Percy Faith,Easy Listening,1950,22574,Paul Mauriat,Easy Listening,1960,0.46007254948160686
1643,62823,Bad Religion,Pop/Rock,1980,22602,Ten Foot Pole,Pop/Rock,1990,0.9574504459156372
1644,130932,Crazy Horse,Pop/Rock,1960,22875,Temple of the Dog,Pop/Rock,1990,0.9390763224767468
1645,100160,The Kinks,Pop/Rock,1960,22928,Steppenwolf,Pop/Rock,1960,0.9834022125527867
1646,120521,Chuck Berry,Pop/Rock,1950,22928,Steppenwolf,Pop/Rock,1960,0.9261319452478031
1647,276085,Howlin' Wolf,Blues,1930,22928,Steppenwolf,Pop/Rock,1960,0.9243580356145413
1648,278575,Hoyt Axton,Country,1960,22928,Steppenwolf,Pop/Rock,1960,0.7204229371245062
1649,489303,The Yardbirds,Pop/Rock,1960,22928,Steppenwolf,Pop/Rock,1960,0.9934189185633437
1650,489676,The Pretty Things,Pop/Rock,1960,22928,Steppenwolf,Pop/Rock,1960,0.990215712912168
1651,567190,? & the Mysterians,Pop/Rock,1960,22928,Steppenwolf,Pop/Rock,1960,0.9790177305633061
1652,573870,The Troggs,Pop/Rock,1960,22928,Steppenwolf,Pop/Rock,1960,0.9455440304443914
1653,577627,The Who,Pop/Rock,1960,22928,Steppenwolf,Pop/Rock,1960,0.9729994965022095
1654,608701,Muddy Waters,Blues,1940,22928,Steppenwolf,Pop/Rock,1960,0.9151021399219911
1655,751019,The Animals,Pop/Rock,1960,22928,Steppenwolf,Pop/Rock,1960,0.985691157350075
1656,754032,The Beatles,Pop/Rock,1960,22928,Steppenwolf,Pop/Rock,1960,0.9810226277318806
1657,894465,The Rolling Stones,Pop/Rock,1960,22928,Steppenwolf,Pop/Rock,1960,0.9916906745643896
1658,923618,The Standells,Pop/Rock,1960,22928,Steppenwolf,Pop/Rock,1960,0.9652471159108923
1659,925181,Them,Pop/Rock,1960,22928,Steppenwolf,Pop/Rock,1960,0.9787770028078573
1660,2993710,Don Covay,R&B;,1960,22928,Steppenwolf,Pop/Rock,1960,0.9460428191905313
1661,228323,Death,Pop/Rock,1980,22981,Terrorizer,Pop/Rock,1980,0.8117187736894977
1662,463527,Return to Forever,Jazz,1970,23147,Steps Ahead,Jazz,1970,0.8684819457240116
1663,74853,The KLF,Electronic,1980,23202,Stereo MC's,Electronic,1980,0.9049850208480658
1664,92942,Chic,R&B;,1970,23202,Stereo MC's,Electronic,1980,0.9889162188031377
1665,921306,808 State,Electronic,1980,23202,Stereo MC's,Electronic,1980,0.9040699603548361
1666,190632,Dottie West,Country,1950,23411,Shelly West,Country,1980,0.9950596321531419
1667,31685,Paul Simon,Pop/Rock,1950,23925,Stephen Bishop,Pop/Rock,1970,0.9811080859265737
1668,204386,James Taylor,Pop/Rock,1960,23925,Stephen Bishop,Pop/Rock,1970,0.9688997190081272
1669,610706,Bread,Pop/Rock,1960,23925,Stephen Bishop,Pop/Rock,1970,0.9648348934142177
1670,754032,The Beatles,Pop/Rock,1960,23925,Stephen Bishop,Pop/Rock,1970,0.8880522583948007
1671,238115,Sam Cooke,R&B;,1950,23982,Ted Hawkins,Blues,1980,0.9655834969426981
1672,295545,Richie Havens,Folk,1960,23982,Ted Hawkins,Blues,1980,0.9599040569592782
1673,414251,Otis Redding,R&B;,1960,23982,Ted Hawkins,Blues,1980,0.9400342085449013
1674,276085,Howlin' Wolf,Blues,1930,24139,Paul Rodgers,Pop/Rock,1960,0.8098833196245679
1675,608701,Muddy Waters,Blues,1940,24139,Paul Rodgers,Pop/Rock,1960,0.8046256712626957
1676,502163,10cc,Pop/Rock,1970,24152,Sherbet,Pop/Rock,1960,0.9563948243700205
1677,75295,Ken Boothe,Reggae,1960,24309,Stephen Marley,Reggae,2000,0.9636571425474921
1678,173988,Rita Marley,Reggae,1960,24309,Stephen Marley,Reggae,2000,0.9614419774268408
1679,190021,John Holt,Reggae,1960,24309,Stephen Marley,Reggae,2000,0.9713506204057953
1680,242861,Dennis Brown,Reggae,1970,24309,Stephen Marley,Reggae,2000,0.9780559709807456
1681,295276,Jimmy Cliff,Reggae,1960,24309,Stephen Marley,Reggae,2000,0.9761388353674402
1682,328014,Peter Tosh,Reggae,1960,24309,Stephen Marley,Reggae,2000,0.9932758340677591
1683,636474,Bunny Wailer,Reggae,1970,24309,Stephen Marley,Reggae,2000,0.9376387067554489
1684,9680,Charles Mingus,Jazz,1940,24329,Amon Tobin,Electronic,1990,0.5975184522199841
1685,172612,Eddie Palmieri,Latin,1950,24329,Amon Tobin,Electronic,1990,0.6696646919328697
1686,243527,Weather Report,Jazz,1970,24329,Amon Tobin,Electronic,1990,0.724320513745303
1687,423829,Miles Davis,Jazz,1940,24329,Amon Tobin,Electronic,1990,0.6025007985328608
1688,490416,Thelonious Monk,Jazz,1940,24329,Amon Tobin,Electronic,1990,0.6572701367289335
1689,781837,AntÃ´nio Carlos Jobim,Latin,1950,24329,Amon Tobin,Electronic,1990,0.5886633893122717
1690,825208,Lightnin' Hopkins,Blues,1930,24329,Amon Tobin,Electronic,1990,0.5440211924555904
1691,921306,808 State,Electronic,1980,24329,Amon Tobin,Electronic,1990,0.9181694214880405
1692,932858,Tom ZÃ©,International,1960,24329,Amon Tobin,Electronic,1990,0.5657927510792107
1693,66915,Bob Dylan,Pop/Rock,1960,24568,Shirley Collins,Folk,1950,0.924263263729616
1694,607804,Alan Lomax,Folk,1930,24568,Shirley Collins,Folk,1950,0.9727457413313249
1695,110161,Chicago,Pop/Rock,1960,24944,Amy Grant,Religious,1970,0.971667160900471
1696,132449,Crystal Gayle,Country,1970,24944,Amy Grant,Religious,1970,0.9463715384163358
1697,147635,Carly Simon,Pop/Rock,1970,24944,Amy Grant,Religious,1970,0.9759041777787175
1698,174557,Carole King,Pop/Rock,1950,24944,Amy Grant,Religious,1970,0.957627450727106
1699,175286,Dolly Parton,Country,1950,24944,Amy Grant,Religious,1970,0.952573736524165
1700,213212,Janis Ian,Pop/Rock,1960,24944,Amy Grant,Religious,1970,0.8798533582693734
1701,270491,Joni Mitchell,Pop/Rock,1960,24944,Amy Grant,Religious,1970,0.8708085832311864
1702,407986,Melissa Manchester,Pop/Rock,1970,24944,Amy Grant,Religious,1970,0.9605696398612722
1703,502163,10cc,Pop/Rock,1970,24944,Amy Grant,Religious,1970,0.9791853731465825
1704,686897,Linda Ronstadt,Pop/Rock,1960,24944,Amy Grant,Religious,1970,0.9495796574085406
1705,696015,Phoebe Snow,Pop/Rock,1970,24944,Amy Grant,Religious,1970,0.9280888277524647
1706,814220,Debby Boone,Religious,1970,24944,Amy Grant,Religious,1970,0.7524322636640457
1707,161351,Gov't Mule,Pop/Rock,1990,25142,Tea Leaf Green,Pop/Rock,1990,0.95705485542847
1708,268871,Hot Tuna,Pop/Rock,1970,25142,Tea Leaf Green,Pop/Rock,1990,0.8228392843928812
1709,333464,Phish,Pop/Rock,1980,25142,Tea Leaf Green,Pop/Rock,1990,0.9426353774853936
1710,758453,Blues Traveler,Pop/Rock,1980,25142,Tea Leaf Green,Pop/Rock,1990,0.938033420198846
1711,961234,Dave Matthews Band,Pop/Rock,1990,25142,Tea Leaf Green,Pop/Rock,1990,0.9681598745412142
1712,988440,Grateful Dead,Pop/Rock,1960,25142,Tea Leaf Green,Pop/Rock,1990,0.8678639178322869
1713,5441,Pantera,Pop/Rock,1980,25236,Skindred,Pop/Rock,1990,0.9013983677176658
1714,75264,Bad Brains,Pop/Rock,1970,25236,Skindred,Pop/Rock,1990,0.8761698233416582
1715,75747,The Clash,Pop/Rock,1970,25236,Skindred,Pop/Rock,1990,0.9399529014994119
1716,88180,Kid Rock,Pop/Rock,1980,25236,Skindred,Pop/Rock,1990,0.965028343078982
1717,105422,Corrosion of Conformity,Pop/Rock,1980,25236,Skindred,Pop/Rock,1990,0.9354254501188325
1718,112789,Korn,Pop/Rock,1990,25236,Skindred,Pop/Rock,1990,0.9384034123251095
1719,193231,Gang of Four,Pop/Rock,1970,25236,Skindred,Pop/Rock,1990,0.9181232610499614
1720,364399,Public Image Ltd.,Pop/Rock,1970,25236,Skindred,Pop/Rock,1990,0.9501700725706699
1721,413524,The Police,Pop/Rock,1970,25236,Skindred,Pop/Rock,1990,0.9242628500004334
1722,485135,311,Pop/Rock,1990,25236,Skindred,Pop/Rock,1990,0.9524960707183274
1723,490952,Anthrax,Pop/Rock,1980,25236,Skindred,Pop/Rock,1990,0.8709252733334556
1724,572737,Helmet,Pop/Rock,1980,25236,Skindred,Pop/Rock,1990,0.9131069802237038
1725,813946,Deftones,Pop/Rock,1980,25236,Skindred,Pop/Rock,1990,0.860191812258306
1726,104714,Kraftwerk,Electronic,1970,25394,Trio,Pop/Rock,1980,0.7317372906474126
1727,33161,Sly & the Family Stone,R&B;,1960,25462,Tricky,Electronic,1990,0.9758385168097203
1728,35076,Soul II Soul,R&B;,1980,25462,Tricky,Electronic,1990,0.9519842954327009
1729,161920,Grace Jones,R&B;,1970,25462,Tricky,Electronic,1990,0.9572764863525507
1730,183858,Gary Numan,Pop/Rock,1970,25462,Tricky,Electronic,1990,0.9752963109298964
1731,239921,Depeche Mode,Pop/Rock,1980,25462,Tricky,Electronic,1990,0.9892938925120854
1732,332257,Neneh Cherry,Pop/Rock,1980,25462,Tricky,Electronic,1990,0.9524241254820258
1733,357406,Nirvana,Pop/Rock,1980,25462,Tricky,Electronic,1990,0.9349534542812072
1734,411761,Nina Simone,Vocal,1950,25462,Tricky,Electronic,1990,0.7576373689178509
1735,482334,The Specials,Pop/Rock,1970,25462,Tricky,Electronic,1990,0.9499096899268482
1736,615119,Tom Waits,Pop/Rock,1970,25462,Tricky,Electronic,1990,0.8164102989946432
1737,748222,Siouxsie and the Banshees,Pop/Rock,1970,25462,Tricky,Electronic,1990,0.9437708664633532
1738,785380,"Lee ""Scratch"" Perry",Reggae,1960,25462,Tricky,Electronic,1990,0.9715496590076842
1739,855423,Kate Bush,Pop/Rock,1970,25462,Tricky,Electronic,1990,0.8673000250596762
1740,128099,James Brown,R&B;,1950,25778,Slave,R&B;,1970,0.9622051874849722
1741,129775,Parliament,R&B;,1960,25778,Slave,R&B;,1970,0.9863910517432223
1742,131624,Larry Levan,R&B;,1970,25857,Shep Pettibone,Electronic,1980,0.9559157243156623
1743,617370,Tom Moulton,R&B;,1960,25857,Shep Pettibone,Electronic,1980,0.8048911634793284
1744,793845,Falco,Pop/Rock,1980,25899,Technotronic,Electronic,1980,0.9626132828211988
1745,101795,Kirk Whalum,Jazz,1980,25965,Steve Cole,Jazz,1990,0.8643950413710312
1746,188432,David Sanborn,Jazz,1960,25965,Steve Cole,Jazz,1990,0.9374523303528773
1747,944206,"Grover Washington, Jr.",Jazz,1960,25965,Steve Cole,Jazz,1990,0.9053365240374288
1748,41874,The Beach Boys,Pop/Rock,1960,26023,The Apples in Stereo,Pop/Rock,1990,0.9488134204345787
1749,64303,Badfinger,Pop/Rock,1960,26023,The Apples in Stereo,Pop/Rock,1990,0.9594258932965029
1750,100160,The Kinks,Pop/Rock,1960,26023,The Apples in Stereo,Pop/Rock,1990,0.959215780959178
1751,232564,John Lennon,Pop/Rock,1950,26023,The Apples in Stereo,Pop/Rock,1990,0.9618845664356142
1752,354158,Kaleidoscope,Pop/Rock,1960,26023,The Apples in Stereo,Pop/Rock,1990,0.9733857479303444
1753,545726,Guided by Voices,Pop/Rock,1980,26023,The Apples in Stereo,Pop/Rock,1990,0.9842356483261149
1754,564239,The Turtles,Pop/Rock,1960,26023,The Apples in Stereo,Pop/Rock,1990,0.9380262239404555
1755,582313,The Zombies,Pop/Rock,1960,26023,The Apples in Stereo,Pop/Rock,1990,0.9297928005681971
1756,678339,XTC,Pop/Rock,1970,26023,The Apples in Stereo,Pop/Rock,1990,0.9568724876755211
1757,754032,The Beatles,Pop/Rock,1960,26023,The Apples in Stereo,Pop/Rock,1990,0.948414870798071
1758,755494,Silver Apples,Pop/Rock,1960,26023,The Apples in Stereo,Pop/Rock,1990,0.9890716482206401
1759,771010,The Left Banke,Pop/Rock,1960,26023,The Apples in Stereo,Pop/Rock,1990,0.8647878248708704
1760,838241,Van Dyke Parks,Pop/Rock,1960,26023,The Apples in Stereo,Pop/Rock,1990,0.7395418202160794
1761,840523,Sebadoh,Pop/Rock,1980,26023,The Apples in Stereo,Pop/Rock,1990,0.9721672026250664
1762,937003,My Bloody Valentine,Pop/Rock,1980,26023,The Apples in Stereo,Pop/Rock,1990,0.817845432511163
1763,205180,Dr. John,Pop/Rock,1950,26161,Terrance Simien,International,1990,0.9409681927107811
1764,335,PJ Harvey,Pop/Rock,1990,26164,Sleater-Kinney,Pop/Rock,1990,0.9261346791271211
1765,44764,Blondie,Pop/Rock,1970,26164,Sleater-Kinney,Pop/Rock,1990,0.9524556092935634
1766,51376,The Fall,Pop/Rock,1970,26164,Sleater-Kinney,Pop/Rock,1990,0.9390533018707642
1767,69060,Babes in Toyland,Pop/Rock,1980,26164,Sleater-Kinney,Pop/Rock,1990,0.939568182774801
1768,75747,The Clash,Pop/Rock,1970,26164,Sleater-Kinney,Pop/Rock,1990,0.9394525169759302
1769,100473,L7,Pop/Rock,1980,26164,Sleater-Kinney,Pop/Rock,1990,0.9335138688512492
1770,109414,Courtney Love,Pop/Rock,1980,26164,Sleater-Kinney,Pop/Rock,1990,0.9738162455556427
1771,113823,Chrissie Hynde,Pop/Rock,1970,26164,Sleater-Kinney,Pop/Rock,1990,0.8327469573100879
1772,238297,Delta 5,Pop/Rock,1970,26164,Sleater-Kinney,Pop/Rock,1990,0.8373263463810273
1773,357406,Nirvana,Pop/Rock,1980,26164,Sleater-Kinney,Pop/Rock,1990,0.9937402054956446
1774,418740,Sex Pistols,Pop/Rock,1970,26164,Sleater-Kinney,Pop/Rock,1990,0.9759196155997121
1775,489999,The Raincoats,Pop/Rock,1970,26164,Sleater-Kinney,Pop/Rock,1990,0.93618428124382
1776,490004,Ramones,Pop/Rock,1970,26164,Sleater-Kinney,Pop/Rock,1990,0.9736499166771372
1777,492331,Pretenders,Pop/Rock,1970,26164,Sleater-Kinney,Pop/Rock,1990,0.9579171777586983
1778,498691,The Slits,Pop/Rock,1970,26164,Sleater-Kinney,Pop/Rock,1990,0.8480078284225555
1779,585189,X-Ray Spex,Pop/Rock,1970,26164,Sleater-Kinney,Pop/Rock,1990,0.9190878349168514
1780,615489,Bratmobile,Pop/Rock,1990,26164,Sleater-Kinney,Pop/Rock,1990,0.9543090138655134
1781,680476,Hole,Pop/Rock,1980,26164,Sleater-Kinney,Pop/Rock,1990,0.9872920085689559
1782,747445,Patti Smith,Pop/Rock,1970,26164,Sleater-Kinney,Pop/Rock,1990,0.9547123385809713
1783,755156,Sonic Youth,Pop/Rock,1980,26164,Sleater-Kinney,Pop/Rock,1990,0.9269884596374633
1784,762500,Bikini Kill,Pop/Rock,1990,26164,Sleater-Kinney,Pop/Rock,1990,0.9784788977457947
1785,766361,The Go-Betweens,Pop/Rock,1980,26164,Sleater-Kinney,Pop/Rock,1990,0.9239213474809096
1786,797431,Elastica,Pop/Rock,1990,26164,Sleater-Kinney,Pop/Rock,1990,0.915307787526081
1787,798606,Fugazi,Pop/Rock,1980,26164,Sleater-Kinney,Pop/Rock,1990,0.9522569780272552
1788,925528,Throwing Muses,Pop/Rock,1980,26164,Sleater-Kinney,Pop/Rock,1990,0.7866828895307311
1789,172167,Elliott Smith,Pop/Rock,1980,26193,Andrew Bird,Pop/Rock,1990,0.9672508885650394
1790,174752,Eels,Pop/Rock,1990,26193,Andrew Bird,Pop/Rock,1990,0.9264032528865166
1791,224638,John Cale,Pop/Rock,1960,26193,Andrew Bird,Pop/Rock,1990,0.9731873966684921
1792,531986,David Bowie,Pop/Rock,1960,26193,Andrew Bird,Pop/Rock,1990,0.9824467834528446
1793,601430,Morphine,Pop/Rock,1990,26193,Andrew Bird,Pop/Rock,1990,0.9305119621253638
1794,615119,Tom Waits,Pop/Rock,1970,26193,Andrew Bird,Pop/Rock,1990,0.9010015738351095
1795,749504,StÃ©phane Grappelli,Jazz,1930,26193,Andrew Bird,Pop/Rock,1990,0.7450536450261688
1796,69534,Bon Jovi,Pop/Rock,1980,26367,Skid Row,Pop/Rock,1980,0.994574754715248
1797,84209,Kiss,Pop/Rock,1970,26367,Skid Row,Pop/Rock,1980,0.9815029448648196
1798,105354,Cheap Trick,Pop/Rock,1970,26367,Skid Row,Pop/Rock,1980,0.9819804740251455
1799,165663,Twisted Sister,Pop/Rock,1970,26367,Skid Row,Pop/Rock,1980,0.9958994929301764
1800,193320,Def Leppard,Pop/Rock,1970,26367,Skid Row,Pop/Rock,1980,0.9951221002651752
1801,200968,Gene Simmons,Pop/Rock,1960,26367,Skid Row,Pop/Rock,1980,0.9592560015804648
1802,222436,David Lee Roth,Pop/Rock,1970,26367,Skid Row,Pop/Rock,1980,0.9646867808642172
1803,251595,Whitesnake,Pop/Rock,1970,26367,Skid Row,Pop/Rock,1980,0.9919869499893815
1804,259800,Saxon,Pop/Rock,1970,26367,Skid Row,Pop/Rock,1980,0.9813455856720391
1805,260206,Van Halen,Pop/Rock,1970,26367,Skid Row,Pop/Rock,1980,0.9904300691276295
1806,297702,Sammy Hagar,Pop/Rock,1960,26367,Skid Row,Pop/Rock,1980,0.975361721892001
1807,299471,Scorpions,Pop/Rock,1960,26367,Skid Row,Pop/Rock,1980,0.9788431970830633
1808,418740,Sex Pistols,Pop/Rock,1970,26367,Skid Row,Pop/Rock,1980,0.9755519252979405
1809,424244,Ozzy Osbourne,Pop/Rock,1960,26367,Skid Row,Pop/Rock,1980,0.9843236267358756
1810,490004,Ramones,Pop/Rock,1970,26367,Skid Row,Pop/Rock,1980,0.9786125956380641
1811,500992,MÃ¶tley CrÃ¼e,Pop/Rock,1980,26367,Skid Row,Pop/Rock,1980,0.9954362901196488
1812,540883,Guns N' Roses,Pop/Rock,1980,26367,Skid Row,Pop/Rock,1980,0.9674816136903697
1813,574772,AC/DC,Pop/Rock,1970,26367,Skid Row,Pop/Rock,1980,0.9805644838154589
1814,604852,Aerosmith,Pop/Rock,1970,26367,Skid Row,Pop/Rock,1980,0.9948919897047362
1815,749970,Ted Nugent,Pop/Rock,1950,26367,Skid Row,Pop/Rock,1980,0.9532681109518271
1816,835585,Loverboy,Pop/Rock,1980,26367,Skid Row,Pop/Rock,1980,0.9574062300093447
1817,859868,Quiet Riot,Pop/Rock,1970,26367,Skid Row,Pop/Rock,1980,0.9955680424687217
1818,948171,Hanoi Rocks,Pop/Rock,1980,26367,Skid Row,Pop/Rock,1980,0.9849756412441709
1819,66915,Bob Dylan,Pop/Rock,1960,26510,Terry Allen,Country,1970,0.8536032151757803
1820,120521,Chuck Berry,Pop/Rock,1950,26510,Terry Allen,Country,1970,0.8642112629843282
1821,185615,Gary Stewart,Country,1960,26510,Terry Allen,Country,1970,0.8496725245456744
1822,198532,Doug Sahm,Pop/Rock,1960,26510,Terry Allen,Country,1970,0.9235535871619541
1823,200791,Waylon Jennings,Country,1950,26510,Terry Allen,Country,1970,0.8707925588345958
1824,391398,Ramblin' Jack Elliott,Folk,1950,26510,Terry Allen,Country,1970,0.7747192272963915
1825,538677,Buddy Holly,Pop/Rock,1950,26510,Terry Allen,Country,1970,0.8887359769380491
1826,549797,Hank Williams,Country,1930,26510,Terry Allen,Country,1970,0.7490799266408975
1827,583959,Willie Nelson,Country,1950,26510,Terry Allen,Country,1970,0.8106127113543371
1828,744796,Townes Van Zandt,Folk,1960,26510,Terry Allen,Country,1970,0.7190136368960935
1829,774588,Kris Kristofferson,Country,1960,26510,Terry Allen,Country,1970,0.8199774806757765
1830,814751,John Prine,Pop/Rock,1960,26510,Terry Allen,Country,1970,0.8637726601591368
1831,987491,Gram Parsons,Pop/Rock,1960,26510,Terry Allen,Country,1970,0.9085882849652172
1832,988638,Captain Beefheart,Pop/Rock,1960,26510,Terry Allen,Country,1970,0.7765037808986955
1833,2330,Sergio Mendes,Easy Listening,1960,26520,Stereolab,Pop/Rock,1990,0.8819081724126092
1834,37658,Steve Reich,Classical,1960,26520,Stereolab,Pop/Rock,1990,0.706471726840482
1835,41874,The Beach Boys,Pop/Rock,1960,26520,Stereolab,Pop/Rock,1990,0.918600565134561
1836,57209,The Free Design,Pop/Rock,1960,26520,Stereolab,Pop/Rock,1990,0.7061070397971403
1837,104714,Kraftwerk,Electronic,1970,26520,Stereolab,Pop/Rock,1990,0.922147268820013
1838,118327,Chrome,Pop/Rock,1970,26520,Stereolab,Pop/Rock,1990,0.8769988434583385
1839,140499,Cocteau Twins,Pop/Rock,1970,26520,Stereolab,Pop/Rock,1990,0.9436500803196491
1840,174822,Serge Gainsbourg,Pop/Rock,1950,26520,Stereolab,Pop/Rock,1990,0.8724192204877708
1841,183867,John Cage,Classical,1930,26520,Stereolab,Pop/Rock,1990,0.405162298321714
1842,186594,FranÃ§oise Hardy,Pop/Rock,1960,26520,Stereolab,Pop/Rock,1990,0.7778010395138205
1843,241724,The Rockets,Pop/Rock,1970,26520,Stereolab,Pop/Rock,1990,0.8830402348544949
1844,249175,Les Baxter,Easy Listening,1940,26520,Stereolab,Pop/Rock,1990,0.6646429727821304
1845,311074,Martin Denny,Easy Listening,1950,26520,Stereolab,Pop/Rock,1990,0.8194072750390338
1846,387815,Neu!,Electronic,1970,26520,Stereolab,Pop/Rock,1990,0.8878098946266577
1847,488378,Os Mutantes,International,1960,26520,Stereolab,Pop/Rock,1990,0.853265115456462
1848,521704,Yoko Ono,Pop/Rock,1960,26520,Stereolab,Pop/Rock,1990,0.8805269955850112
1849,607028,Arthur Lyman,Easy Listening,1940,26520,Stereolab,Pop/Rock,1990,0.7085926684174502
1850,617196,Brian Eno,Pop/Rock,1970,26520,Stereolab,Pop/Rock,1990,0.6217853282837555
1851,635413,Cabaret Voltaire,Pop/Rock,1970,26520,Stereolab,Pop/Rock,1990,0.8715341905181452
1852,642542,Burt Bacharach,Pop/Rock,1950,26520,Stereolab,Pop/Rock,1990,0.8292208998082894
1853,645612,Can,Pop/Rock,1960,26520,Stereolab,Pop/Rock,1990,0.9710947095056733
1854,678009,Henry Mancini,Easy Listening,1940,26520,Stereolab,Pop/Rock,1990,0.7571732238794631
1855,750519,Terry Riley,Avant-Garde,1960,26520,Stereolab,Pop/Rock,1990,0.4557582817030702
1856,753963,The Association,Pop/Rock,1960,26520,Stereolab,Pop/Rock,1990,0.8622285717321245
1857,755156,Sonic Youth,Pop/Rock,1980,26520,Stereolab,Pop/Rock,1990,0.8901982608593753
1858,755494,Silver Apples,Pop/Rock,1960,26520,Stereolab,Pop/Rock,1990,0.9460767244187267
1859,773392,China Crisis,Pop/Rock,1970,26520,Stereolab,Pop/Rock,1990,0.9334237085742283
1860,781837,AntÃ´nio Carlos Jobim,Latin,1950,26520,Stereolab,Pop/Rock,1990,0.7343100712989948
1861,799466,France Gall,Pop/Rock,1960,26520,Stereolab,Pop/Rock,1990,0.863227755488032
1862,840402,The Velvet Underground,Pop/Rock,1960,26520,Stereolab,Pop/Rock,1990,0.9416731013249202
1863,849672,Philip Glass,Classical,1960,26520,Stereolab,Pop/Rock,1990,0.4012560668490328
1864,932858,Tom ZÃ©,International,1960,26520,Stereolab,Pop/Rock,1990,0.862418369848099
1865,936658,Brigitte Fontaine,Pop/Rock,1970,26520,Stereolab,Pop/Rock,1990,0.5234412577117552
1866,34988,Swans,Pop/Rock,1980,26637,Skin Yard,Pop/Rock,1980,0.9075438033618665
1867,755156,Sonic Youth,Pop/Rock,1980,26637,Skin Yard,Pop/Rock,1980,0.9416788199304782
1868,771438,Black Sabbath,Pop/Rock,1960,26637,Skin Yard,Pop/Rock,1980,0.8774680278238454
1869,72041,Bob Seger,Pop/Rock,1960,26825,Paula Cole,Pop/Rock,1990,0.9546915991554419
1870,123915,Christine McVie,Pop/Rock,1960,26825,Paula Cole,Pop/Rock,1990,0.9816475563196595
1871,137474,Laura Nyro,Pop/Rock,1960,26825,Paula Cole,Pop/Rock,1990,0.8880607221442968
1872,182900,Fleetwood Mac,Pop/Rock,1960,26825,Paula Cole,Pop/Rock,1990,0.981494541377905
1873,208303,Jane Siberry,Pop/Rock,1980,26825,Paula Cole,Pop/Rock,1990,0.7980058587786741
1874,754251,Suzanne Vega,Pop/Rock,1980,26825,Paula Cole,Pop/Rock,1990,0.9587822354168138
1875,756180,SinÃ©ad O'Connor,Pop/Rock,1980,26825,Paula Cole,Pop/Rock,1990,0.9601609009158485
1876,792530,Tori Amos,Pop/Rock,1980,26825,Paula Cole,Pop/Rock,1990,0.8940481273485809
